,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,Short_Question_Text,Count_of_Individuals
5040,71.0,27.0,89.0,54.0,102.0,Florida,Lakeland,1238250.0,12,38250,"Lakeland city, Florida",98970.0,40.3,39513.0,22921.0,18223.0,18.412650298070123,6.15641103364656,2016.0,FL,Florida,Lakeland,City,BRFSS,Prevention,1238250,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.7,22.1,23.2,97422.0,"(28.0558482664, -81.9539536462)",PREVENT,ACCESS2,Health Insurance,22114.793999999998
5068,72.0,30.0,88.0,58.0,97.0,Florida,Largo,1239425.0,12,39425,"Largo city, Florida",77898.0,47.7,39735.0,26364.0,11516.0,14.783434748003799,6.3326401191301445,2016.0,FL,Florida,Largo,City,BRFSS,Prevention,1239425,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.9,20.4,21.5,77648.0,"(27.9090907734, -82.7714203383)",PREVENT,ACCESS2,Health Insurance,16228.431999999999
5096,76.0,34.0,89.0,61.0,99.0,Florida,Lauderhill,1239550.0,12,39550,"Lauderhill city, Florida",68216.0,35.3,37074.0,18557.0,15552.0,22.79817051718072,8.74428286618975,2016.0,FL,Florida,Lauderhill,City,BRFSS,Prevention,1239550,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,27.0,25.8,28.2,66887.0,"(26.1605584187, -80.2241278263)",PREVENT,ACCESS2,Health Insurance,18059.49
5124,73.0,30.0,87.0,60.0,99.0,Florida,Melbourne,1243975.0,12,43975,"Melbourne city, Florida",76768.0,44.8,40662.0,24502.0,11548.0,15.042726135889954,6.6681429762401,2016.0,FL,Florida,Melbourne,City,BRFSS,Prevention,1243975,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.5,18.8,20.3,76068.0,"(28.1158805782, -80.6508814613)",PREVENT,ACCESS2,Health Insurance,14833.26
5152,76.0,36.0,89.0,62.0,98.0,Florida,Miami,1245000.0,12,45000,"Miami city, Florida",407526.0,39.0,30375.0,21120.0,119610.0,29.35027458370754,6.755397201650938,2016.0,FL,Florida,Miami,City,BRFSS,Prevention,1245000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,36.3,35.8,36.9,399457.0,"(25.782295897, -80.2215647762)",PREVENT,ACCESS2,Health Insurance,145002.891
5180,76.0,36.0,89.0,62.0,98.0,Florida,Miami Beach,1245025.0,12,45025,"Miami Beach city, Florida",89412.0,39.3,43316.0,42085.0,14944.0,16.71364022726256,3.4178857424059412,2016.0,FL,Florida,Miami Beach,City,BRFSS,Prevention,1245025,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.0,23.2,24.9,87779.0,"(25.8167101614, -80.1341952652)",PREVENT,ACCESS2,Health Insurance,21066.96
5208,75.0,34.0,90.0,61.0,117.0,Florida,Miami Gardens,1245060.0,12,45060,"Miami Gardens city, Florida",109150.0,33.6,42040.0,16627.0,22878.0,20.960146587265232,8.091617040769583,2016.0,FL,Florida,Miami Gardens,City,BRFSS,Prevention,1245060,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.6,28.7,30.6,107167.0,"(25.9432633871, -80.2425332162)",PREVENT,ACCESS2,Health Insurance,31721.432000000004
5236,75.0,34.0,90.0,61.0,117.0,Florida,Miramar,1245975.0,12,45975,"Miramar city, Florida",124900.0,33.9,62649.0,24901.0,11903.0,9.530024019215372,6.495596477181746,2016.0,FL,Florida,Miramar,City,BRFSS,Prevention,1245975,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,22.2,23.9,122041.0,"(25.9773288233, -80.3357316003)",PREVENT,ACCESS2,Health Insurance,28191.471
5264,71.0,28.0,89.0,57.0,99.0,Florida,Orlando,1253000.0,12,53000,"Orlando city, Florida",244931.0,32.8,42147.0,25805.0,46177.0,18.85306474068207,6.76721199031564,2016.0,FL,Florida,Orlando,City,BRFSS,Prevention,1253000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,22.7,23.5,238300.0,"(28.4800646771, -81.3452411179)",PREVENT,ACCESS2,Health Insurance,55047.3
5292,73.0,30.0,87.0,60.0,99.0,Florida,Palm Bay,1254000.0,12,54000,"Palm Bay city, Florida",103602.0,40.2,43076.0,20467.0,18989.0,18.328796741375648,6.345437346769367,2016.0,FL,Florida,Palm Bay,City,BRFSS,Prevention,1254000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.7,21.0,22.5,103190.0,"(27.9838255249, -80.6666722846)",PREVENT,ACCESS2,Health Insurance,22392.23
5320,73.0,25.0,88.0,50.0,99.0,Florida,Palm Coast,1254200.0,12,54200,"Palm Coast city, Florida",76455.0,46.1,47099.0,22651.0,13363.0,17.47825518278726,4.910077823556341,2016.0,FL,Florida,Palm Coast,City,BRFSS,Prevention,1254200,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.7,18.9,20.4,75180.0,"(29.5405590976, -81.2508206143)",PREVENT,ACCESS2,Health Insurance,14810.46
5348,75.0,34.0,90.0,61.0,117.0,Florida,Pembroke Pines,1255775.0,12,55775,"Pembroke Pines city, Florida",157324.0,39.9,62116.0,28539.0,12884.0,8.189468866797183,5.519183341384658,2016.0,FL,Florida,Pembroke Pines,City,BRFSS,Prevention,1255775,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.0,21.4,22.6,154750.0,"(26.0127387534, -80.3384522664)",PREVENT,ACCESS2,Health Insurance,34045.0
5376,76.0,34.0,89.0,61.0,99.0,Florida,Plantation,1257425.0,12,57425,"Plantation city, Florida",86999.0,40.8,65567.0,35163.0,7866.0,9.041483235439488,4.7230427935953285,2016.0,FL,Florida,Plantation,City,BRFSS,Prevention,1257425,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.1,17.5,18.7,84955.0,"(26.1259853923, -80.2616762465)",PREVENT,ACCESS2,Health Insurance,15376.855000000001
5404,76.0,34.0,88.0,61.0,102.0,Florida,Pompano Beach,1258050.0,12,58050,"Pompano Beach city, Florida",101749.0,42.4,40221.0,25559.0,22105.0,21.725029238616596,7.048717923517676,2016.0,FL,Florida,Pompano Beach,City,BRFSS,Prevention,1258050,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.4,25.7,27.2,99845.0,"(26.2428335699, -80.131245161)",PREVENT,ACCESS2,Health Insurance,26359.08
5432,75.0,23.0,88.0,59.0,102.0,Florida,Port St. Lucie,1258715.0,12,58715,"Port St. Lucie city, Florida",166641.0,39.7,48962.0,22810.0,26759.0,16.057872912428515,7.565365066220198,2016.0,FL,Florida,Port St. Lucie,City,BRFSS,Prevention,1258715,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.1,21.4,22.8,164603.0,"(27.2808680308, -80.3832154574)",PREVENT,ACCESS2,Health Insurance,36377.263
5460,74.0,33.0,87.0,62.0,98.0,Florida,St. Petersburg,1263000.0,12,63000,"St. Petersburg city, Florida",246642.0,41.8,45044.0,27972.0,40714.0,16.50732640831651,6.108448682706109,2016.0,FL,Florida,St. Petersburg,City,BRFSS,Prevention,1263000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.1,18.7,19.5,244769.0,"(27.792894971, -82.6650743239)",PREVENT,ACCESS2,Health Insurance,46750.879
5488,67.0,14.0,88.0,46.0,103.0,Florida,Tallahassee,1270600.0,12,70600,"Tallahassee city, Florida",183638.0,26.1,39524.0,23778.0,51478.0,28.032324464435465,7.238153323386228,2016.0,FL,Florida,Tallahassee,City,BRFSS,Prevention,1270600,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.2,17.8,18.6,181376.0,"(30.4548951211, -84.2526459938)",PREVENT,ACCESS2,Health Insurance,33010.432
5516,73.0,25.0,88.0,57.0,99.0,Florida,Tampa,1271000.0,12,71000,"Tampa city, Florida",343768.0,34.8,43242.0,29009.0,71191.0,20.709024691070724,6.519804053896814,2016.0,FL,Florida,Tampa,City,BRFSS,Prevention,1271000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,22.8,23.4,335709.0,"(27.996198041, -82.4450349799)",PREVENT,ACCESS2,Health Insurance,77548.77900000001
5544,75.0,32.0,89.0,59.0,98.0,Florida,West Palm Beach,1276600.0,12,76600,"West Palm Beach city, Florida",100778.0,39.9,44897.0,29955.0,19025.0,18.878128162892693,5.93581932564647,2016.0,FL,Florida,West Palm Beach,City,BRFSS,Prevention,1276600,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.0,23.3,24.6,99919.0,"(26.7478714655, -80.1337397544)",PREVENT,ACCESS2,Health Insurance,23980.559999999998
5572,65.0,16.0,87.0,46.0,104.0,Georgia,Albany,1301052.0,13,01052,"Albany city, Georgia",77196.0,31.6,28717.0,16731.0,25305.0,32.78019586507073,7.979688066739209,2016.0,GA,Georgia,Albany,City,BRFSS,Prevention,1301052,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.2,23.3,25.2,77434.0,"(31.5776036766, -84.1763240815)",PREVENT,ACCESS2,Health Insurance,18739.028
5600,60.0,7.0,84.0,41.0,108.0,Georgia,Athens,1303440.0,13,03440,"Athens-Clarke County unified government (balance), Georgia",117749.0,26.1,32853.0,19199.0,39552.0,33.59009418339009,4.410228536972713,2016.0,GA,Georgia,Athens,City,BRFSS,Prevention,1303440,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.0,19.5,20.6,115452.0,"(33.9508170683, -83.3689417445)",PREVENT,ACCESS2,Health Insurance,23090.4
5628,61.0,10.0,82.0,41.0,103.0,Georgia,Atlanta,1304000.0,13,04000,"Atlanta city, Georgia",432589.0,33.2,46631.0,35890.0,101369.0,23.433097004315876,7.178638384240006,2016.0,GA,Georgia,Atlanta,City,BRFSS,Prevention,1304000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.4,17.0,17.7,420003.0,"(33.7626524683, -84.4231419055)",PREVENT,ACCESS2,Health Insurance,73080.522
5656,62.0,10.0,87.0,41.0,106.0,Georgia,Augusta,1304204.0,13,04204,"Augusta-Richmond County consolidated government (balance), Georgia",196395.0,33.1,37560.0,20555.0,47815.0,24.34634282950177,5.82601390055755,2016.0,GA,Georgia,Augusta,City,BRFSS,Prevention,1304204,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.5,21.0,22.0,195844.0,"(33.3644561527, -82.0708396775)",PREVENT,ACCESS2,Health Insurance,42106.46
5684,65.0,16.0,85.0,46.0,104.0,Georgia,Columbus,1319000.0,13,19000,"Columbus city, Georgia",194949.0,33.3,41339.0,22856.0,35819.0,18.373523331743172,5.155194435467738,2016.0,GA,Georgia,Columbus,City,BRFSS,Prevention,1319000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.3,19.9,20.7,189885.0,"(32.5099614852, -84.8770410586)",PREVENT,ACCESS2,Health Insurance,38546.655000000006
5712,60.0,9.0,82.0,41.0,104.0,Georgia,Johns Creek,1342425.0,13,42425,"Johns Creek city, Georgia",79352.0,37.9,109224.0,43790.0,3925.0,4.946315152737171,3.8070874080048394,2016.0,GA,Georgia,Johns Creek,City,BRFSS,Prevention,1342425,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.9,10.4,11.4,76728.0,"(34.0332991998, -84.2027195506)",PREVENT,ACCESS2,Health Insurance,8363.352
5740,62.0,11.0,86.0,41.0,106.0,Georgia,Macon,1349000.0,13,49000,"Macon city, Georgia",91316.0,33.2,25773.0,16051.0,30230.0,33.10482281308862,6.757851855096588,2016.0,GA,Georgia,Macon,City,BRFSS,Prevention,1349000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,25.3,24.6,25.9,91351.0,"(32.8320417692, -83.6495823768)",PREVENT,ACCESS2,Health Insurance,23111.803
5768,60.0,9.0,82.0,41.0,104.0,Georgia,Roswell,1367284.0,13,67284,"Roswell city, Georgia",90959.0,38.9,79579.0,41875.0,8170.0,8.982068844204532,4.244769621477809,2016.0,GA,Georgia,Roswell,City,BRFSS,Prevention,1367284,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.3,14.5,16.1,88346.0,"(34.0391384583, -84.3512225277)",PREVENT,ACCESS2,Health Insurance,13516.938
5796,60.0,9.0,82.0,41.0,104.0,Georgia,Sandy Springs,1368516.0,13,68516,"Sandy Springs city, Georgia",96584.0,35.2,63134.0,49964.0,11935.0,12.357119191584527,4.401350120102708,2016.0,GA,Georgia,Sandy Springs,City,BRFSS,Prevention,1368516,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.4,14.5,93853.0,"(33.9366669867, -84.3703197084)",PREVENT,ACCESS2,Health Insurance,13045.567000000001
5824,65.0,18.0,86.0,47.0,99.0,Georgia,Savannah,1369000.0,13,69000,"Savannah city, Georgia",139620.0,31.6,35838.0,19900.0,34417.0,24.65047987394356,5.757771092966624,2016.0,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.7,20.2,21.2,136286.0,"(32.0283615157, -81.1783435493)",PREVENT,ACCESS2,Health Insurance,28211.201999999997
5852,63.0,15.0,86.0,44.0,107.0,Georgia,Warner Robins,1380508.0,13,80508,"Warner Robins city, Georgia",69695.0,31.1,44964.0,21194.0,14112.0,20.24822440634192,5.779467680608365,2016.0,GA,Georgia,Warner Robins,City,BRFSS,Prevention,1380508,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.7,19.1,20.5,66588.0,"(32.5985113609, -83.6530271267)",PREVENT,ACCESS2,Health Insurance,13117.836
5881,55.0,-11.0,78.0,31.0,110.0,Idaho,Boise City,1608830.0,16,08830,"Boise City city, Idaho",209726.0,35.8,48524.0,27978.0,32129.0,15.319512125344497,4.832018919924091,2016.0,ID,Idaho,Boise City,City,BRFSS,Prevention,1608830,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.6,14.1,15.1,205671.0,"(43.5984343897, -116.230885189)",PREVENT,ACCESS2,Health Insurance,30027.965999999997
5909,55.0,-11.0,78.0,31.0,110.0,Idaho,Meridian,1652120.0,16,52120,"Meridian city, Idaho",78061.0,33.4,63571.0,26377.0,6492.0,8.31657293654962,4.413215305978658,2016.0,ID,Idaho,Meridian,City,BRFSS,Prevention,1652120,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,12.9,15.1,75092.0,"(43.6185195383, -116.39758487)",PREVENT,ACCESS2,Health Insurance,10512.880000000001
5937,53.0,-19.0,77.0,29.0,109.0,Idaho,Nampa,1656260.0,16,56260,"Nampa city, Idaho",83140.0,30.3,40244.0,16813.0,19398.0,23.331729612701466,5.580947798893432,2016.0,ID,Idaho,Nampa,City,BRFSS,Prevention,1656260,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.6,21.7,23.5,81557.0,"(43.5829315681, -116.564145085)",PREVENT,ACCESS2,Health Insurance,18431.882
5965,50.0,-21.0,74.0,29.0,103.0,Illinois,Arlington Heights,1702154.0,17,02154,"Arlington Heights village, Illinois",75492.0,41.9,77195.0,40189.0,3143.0,4.163355057489535,3.8083505537010542,2016.0,IL,Illinois,Arlington Heights,City,BRFSS,Prevention,1702154,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.9,7.5,8.3,75101.0,"(42.095623342, -87.9825627457)",PREVENT,ACCESS2,Health Insurance,5932.979
5993,48.0,-25.0,73.0,25.0,98.0,Illinois,Aurora,1703012.0,17,03012,"Aurora city, Illinois",198726.0,31.5,62493.0,26221.0,27731.0,13.954389460865714,5.6177852923120275,2016.0,IL,Illinois,Aurora,City,BRFSS,Prevention,1703012,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.1,17.6,18.6,197899.0,"(41.7637750837, -88.2900949057)",PREVENT,ACCESS2,Health Insurance,35819.719000000005
6021,51.0,-21.0,75.0,29.0,100.0,Illinois,Bloomington,1706613.0,17,06613,"Bloomington city, Illinois",77293.0,33.8,61664.0,33267.0,8923.0,11.544383061855537,3.832171089231884,2016.0,IL,Illinois,Bloomington,City,BRFSS,Prevention,1706613,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.2,8.8,9.6,76610.0,"(40.4756778366, -88.9700813515)",PREVENT,ACCESS2,Health Insurance,7048.12
6049,50.0,-23.0,74.0,27.0,97.0,Illinois,Bolingbrook,1707133.0,17,07133,"Bolingbrook village, Illinois",73799.0,33.5,80421.0,27746.0,6192.0,8.390357592921314,4.977032209108525,2016.0,IL,Illinois,Bolingbrook,City,BRFSS,Prevention,1707133,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.5,12.0,13.0,73366.0,"(41.6911653908, -88.1011218035)",PREVENT,ACCESS2,Health Insurance,9170.75
6077,51.0,-16.0,76.0,28.0,100.0,Illinois,Champaign,1712385.0,17,12385,"Champaign city, Illinois",81925.0,26.7,40884.0,24733.0,19555.0,23.869392737259687,4.172108635947513,2016.0,IL,Illinois,Champaign,City,BRFSS,Prevention,1712385,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.1,9.6,10.5,81055.0,"(40.1151051361, -88.2729845986)",PREVENT,ACCESS2,Health Insurance,8186.554999999999
6105,52.0,-22.0,75.0,31.0,102.0,Illinois,Chicago,1714000.0,17,14000,"Chicago city, Illinois",2706101.0,33.3,47270.0,28436.0,601378.0,22.223043411905174,7.18720402527474,2016.0,IL,Illinois,Chicago,City,BRFSS,Prevention,1714000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.3,16.2,16.4,2695598.0,"(41.8372950615, -87.6862308732)",PREVENT,ACCESS2,Health Insurance,439382.474
6133,52.0,-22.0,75.0,31.0,102.0,Illinois,Cicero,1714351.0,17,14351,"Cicero town, Illinois",83930.0,28.1,44177.0,14745.0,16422.0,19.566305254378648,6.604313118074586,2016.0,IL,Illinois,Cicero,City,BRFSS,Prevention,1714351,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.7,29.4,31.9,83891.0,"(41.844539143, -87.7592873023)",PREVENT,ACCESS2,Health Insurance,25754.537
6161,53.0,-16.0,77.0,30.0,104.0,Illinois,Decatur,1718823.0,17,18823,"Decatur city, Illinois",75982.0,38.9,39514.0,23130.0,16737.0,22.027585480771762,6.5397067726566815,2016.0,IL,Illinois,Decatur,City,BRFSS,Prevention,1718823,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.3,12.8,13.7,76122.0,"(39.8555822645, -88.9336983421)",PREVENT,ACCESS2,Health Insurance,10124.226
6189,49.0,-24.0,73.0,26.0,99.0,Illinois,Elgin,1723074.0,17,23074,"Elgin city, Illinois",109825.0,32.7,58675.0,23453.0,14833.0,13.50603232415206,5.587980878670613,2016.0,IL,Illinois,Elgin,City,BRFSS,Prevention,1723074,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.7,17.0,18.3,108188.0,"(42.0385402472, -88.3224947104)",PREVENT,ACCESS2,Health Insurance,19149.275999999998
6217,50.0,-21.0,74.0,29.0,103.0,Illinois,Evanston,1724582.0,17,24582,"Evanston city, Illinois",74937.0,34.6,67038.0,41284.0,8829.0,11.781896793306377,4.519796629168502,2016.0,IL,Illinois,Evanston,City,BRFSS,Prevention,1724582,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.4,8.0,8.9,74486.0,"(42.0463099649, -87.6940348773)",PREVENT,ACCESS2,Health Insurance,6256.8240000000005
6245,51.0,-21.0,75.0,27.0,100.0,Illinois,Joliet,1738570.0,17,38570,"Joliet city, Illinois",147459.0,32.4,61744.0,24118.0,17490.0,11.860924053465709,6.205792796641778,2016.0,IL,Illinois,Joliet,City,BRFSS,Prevention,1738570,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.5,15.1,15.9,147433.0,"(41.5206390037, -88.1507097756)",PREVENT,ACCESS2,Health Insurance,22852.115
6273,50.0,-23.0,74.0,27.0,97.0,Illinois,Naperville,1751622.0,17,51622,"Naperville city, Illinois",143223.0,38.2,108302.0,46064.0,5790.0,4.042646781592342,3.852733150401821,2016.0,IL,Illinois,Naperville,City,BRFSS,Prevention,1751622,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.8,6.6,7.0,141853.0,"(41.7482001145, -88.1657705099)",PREVENT,ACCESS2,Health Insurance,9646.004
6301,50.0,-21.0,74.0,29.0,103.0,Illinois,Palatine,1757225.0,17,57225,"Palatine village, Illinois",68738.0,36.5,72818.0,35407.0,6568.0,9.555122348628124,4.354214553813029,2016.0,IL,Illinois,Palatine,City,BRFSS,Prevention,1757225,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.6,9.9,11.2,68557.0,"(42.1180663695, -88.042989882)",PREVENT,ACCESS2,Health Insurance,7267.0419999999995
